Myles Poholke (ADE), ADE,MID, FWD,0,0,0,0,53,18,0,36,61,28,39,39,39,0,39,39,39,39,36,38,39,39,39,123900,123900,123900,123900,123900,123900,123900,123900,138300,152300,167300,178800,183100,183100,186300,188600,190400,191600,191100,190400,189900,190800,191900,
Paul Seedsman (ADE), ADE,DEF, MID,75,99,110,71,115,93,87,68,94,0,87,77,100,0,96,100,86,76,77,88,79,82,104,300200,300200,300200,347500,381600,414300,429200,446600,437200,430500,430500,427300,430700,430700,437200,452200,456900,451400,437100,427500,421900,420000,425800,
Matthew Signorello (ADE), ADE,MID, FWD,0,0,0,0,0,0,0,0,0,0,25,24,25,0,25,24,25,25,24,25,25,24,25,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123700,123700,123600,123500,123400,123400,123400,123400,123400,123400,123400,
Rory Sloane (ADE), ADE,MID, ,89,141,78,59,0,0,0,0,0,0,88,105,107,0,101,111,122,92,98,101,88,119,95,605800,605800,605800,582500,553700,553700,553700,553700,553700,553700,553700,482800,487300,487300,496500,505900,519400,525300,523800,513400,503900,506400,505600,
Brodie Smith (ADE), ADE,DEF, ,0,0,0,0,0,0,0,0,0,0,111,96,102,0,116,110,79,78,103,91,111,112,104,452100,452100,452100,452100,452100,452100,452100,452100,452100,452100,452100,452100,468900,468900,483400,500300,502500,487100,472600,467400,478400,490500,505100,
Daniel Talia (ADE), ADE,DEF, ,68,83,80,82,48,90,66,24,78,97,62,70,74,0,75,74,70,72,80,62,57,76,69,360800,360800,360800,368200,381200,375300,374200,365500,347600,328900,329600,356300,352800,352800,356000,360200,361500,361100,363400,361600,353600,345900,343400,
Taylor Walker (ADE), ADE,FWD, ,0,70,79,60,99,73,0,48,0,0,82,57,69,0,72,74,63,69,69,75,84,99,63,473600,473600,473600,473600,442600,433100,421900,421900,406600,406600,406600,367700,362100,362100,353500,354800,353100,350500,346400,348700,357100,376600,385600,
Patrick Wilson (ADE), ADE,MID, FWD,0,0,0,0,0,0,0,0,0,0,21,21,21,0,21,21,21,21,21,21,21,21,21,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105400,105300,105300,105200,105200,105200,105200,105200,105200,105200,105200,105200,
Jacob Allison (BRL), BRL,MID, ,0,0,0,0,62,43,32,0,0,0,49,51,0,50,51,51,51,51,51,49,46,57,49,266500,266500,266500,266500,266500,266500,266500,256600,256600,256600,256600,237000,237000,240500,243900,246500,248800,250500,251700,251700,249500,250600,251300,
Harris Andrews (BRL), BRL,DEF, ,67,81,57,101,130,82,80,107,115,91,97,99,0,88,98,118,98,104,99,97,82,100,82,380100,380100,380100,370700,380300,409800,441200,454000,452000,465000,480200,484600,484600,481600,479800,487000,496700,506500,505200,503700,492800,485300,473100,
Zachary Bailey (BRL), BRL,MID, ,0,0,0,15,41,57,55,47,47,30,47,47,0,52,47,47,49,47,47,47,51,47,47,139800,139800,139800,139800,139800,139800,153300,180800,203100,214900,212700,209900,209900,218800,225400,230200,232400,234000,235100,235000,236800,238100,239000,
Connor Ballenden (BRL), BRL,DEF, FWD,0,0,0,0,0,0,0,0,0,0,23,24,0,23,23,24,23,23,24,23,23,24,23,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117100,117000,116900,116800,116800,116800,116800,116800,116800,116800,
Jake Barrett (BRL), BRL,FWD, ,0,0,0,0,0,0,0,0,0,0,64,62,0,57,76,71,65,73,66,64,70,61,72,348000,348000,348000,348000,348000,348000,348000,348000,348000,348000,348000,348000,348000,336400,333300,335000,339900,342200,341600,340700,338800,335000,335900,
Ryan Bastinac (BRL), BRL,MID, ,0,0,0,0,70,0,0,0,0,0,74,73,0,71,74,80,75,92,83,74,69,72,89,434000,434000,434000,434000,434000,434000,434000,434000,434000,434000,434000,414600,414600,400800,390800,386600,385300,392300,398900,403200,396000,385900,385200,
Claye Beams (BRL), BRL,MID, ,0,0,0,0,0,0,0,0,0,0,38,49,0,45,45,51,38,36,43,55,43,44,52,312200,312200,312200,312200,312200,312200,312200,312200,312200,312200,312200,312200,312200,287400,272400,262400,251900,240200,228100,226800,229000,231000,231100,
Dayne Beams (BRL), BRL,MID, ,69,59,0,83,73,130,108,63,109,140,99,116,0,83,124,119,115,123,93,103,113,107,102,557600,557600,557600,557600,505300,469000,472500,485500,489300,482400,492400,536100,536100,525500,528900,532700,549800,561900,559200,551700,541800,540800,539600,
Tom Bell (BRL), BRL,FWD, ,60,0,0,0,0,0,0,0,0,0,53,60,0,66,62,52,63,60,58,58,55,58,65,287000,287000,287000,287000,287000,287000,287000,287000,287000,287000,287000,287300,287300,290300,296500,297400,296700,295300,297000,296000,293000,290800,292400,
Jarrod Berry (BRL), BRL,MID, ,103,75,49,49,96,70,52,73,63,85,69,71,0,73,75,74,71,73,76,69,59,75,69,339100,339100,339100,350500,335700,334600,342100,348300,341700,333500,342800,355000,355000,354900,357600,360900,362500,362800,363800,363600,357300,352200,348500,
Rohan Bewick (BRL), BRL,MID, FWD,0,88,66,69,0,0,0,0,0,0,63,60,0,52,72,65,62,59,51,83,57,67,72,318900,318900,318900,318900,334900,334900,334900,334900,334900,334900,334900,330000,330000,319700,316200,315800,320000,317300,309100,312400,314000,322300,323400,
Charlie Cameron (BRL), BRL,FWD, ,83,115,91,26,85,41,68,120,92,38,62,78,0,72,73,54,77,72,72,62,72,85,67,372500,372500,372500,402800,400800,386100,351600,344500,354100,383700,392500,352500,352500,352700,357800,350800,347900,345300,351400,349200,347600,352200,357900,
Allen Christensen (BRL), BRL,FWD, ,66,101,74,98,54,74,61,56,93,100,73,69,0,80,75,82,88,79,61,76,74,71,72,267300,267300,267300,304100,346500,356900,363300,350800,341700,343300,362600,389300,389300,384100,381200,384900,391100,397500,392800,384000,375300,373400,370300,
Cedric Cox (BRL), BRL,DEF, ,0,51,37,0,0,0,0,0,0,0,32,34,0,34,34,44,34,34,34,32,34,31,40,252200,252200,252200,252200,252200,252200,252200,252200,252200,252200,252200,220300,220300,205900,196300,193700,191800,190500,185000,180100,176500,172500,173200,
Tom Cutler (BRL), BRL,DEF, ,0,0,92,40,122,76,46,77,113,86,78,82,0,85,99,96,82,60,79,78,69,82,99,389000,389000,389000,389000,389000,400800,400900,403000,383400,385400,405400,417700,417700,415100,422700,434500,441800,429700,413200,399300,393200,390100,397200,
Liam Dawson (BRL), BRL,DEF, FWD,0,0,0,0,0,0,0,0,0,0,40,38,0,28,36,42,29,29,42,40,36,44,36,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,138100,146600,154600,161000,162500,163600,169400,176700,182900,185700,
Matthew Eagles (BRL), BRL,DEF, ,0,0,0,0,0,0,48,42,46,28,41,41,0,41,41,41,42,41,41,41,43,41,41,123900,123900,123900,123900,123900,123900,123900,123900,123900,151200,162400,173800,173800,182200,188300,192800,196500,199200,201200,202300,203900,205100,206000,
Jack Frost (BRL), BRL,DEF, ,0,0,0,0,0,0,0,0,0,0,44,45,0,42,47,40,40,40,36,44,41,38,47,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,150900,169000,183500,191900,197200,198000,196700,197600,198600,200300,202900,
Darcy Gardiner (BRL), BRL,DEF, ,57,58,89,64,56,80,60,61,70,73,75,68,0,73,87,75,69,65,79,75,61,65,87,324100,324100,324100,329200,337200,342500,341100,337600,336600,331200,333600,346600,346600,350200,358200,367100,371900,365600,362800,363300,362000,354800,354900,
Cian *** Hanley (BRL), BRL,DEF, ,0,0,0,0,0,0,0,0,0,0,23,24,0,23,23,24,23,23,24,23,23,24,23,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117100,117000,116900,116800,116800,116800,116800,116800,116800,116800,
Mitchell Hinge (BRL), BRL,DEF, ,0,0,0,0,0,0,0,0,0,0,25,24,0,25,25,24,25,25,24,25,25,24,25,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123700,123600,123500,123400,123400,123400,123400,123400,123400,123400,
Eric Hipwood (BRL), BRL,FWD, ,39,65,76,19,42,26,41,45,95,41,50,51,0,52,46,46,57,47,44,50,43,69,51,269100,269100,269100,278100,276600,265400,233800,220100,210900,234800,252700,259600,259600,258400,255700,251400,250600,250500,249500,245600,241000,248800,254900,
Luke Hodge (BRL), BRL,DEF, ,93,62,68,84,92,0,77,40,79,70,70,57,0,58,83,69,73,69,73,78,72,70,70,461800,461800,461800,438700,419100,418500,418500,419900,400300,379900,362500,353800,353800,341600,338500,341600,350600,350900,352900,356600,360600,362200,359800,
Ben Keays (BRL), BRL,FWD, ,0,0,0,0,0,0,0,0,0,0,64,66,0,65,54,55,64,65,59,64,64,61,59,378200,378200,378200,378200,378200,378200,378200,378200,378200,378200,378200,378200,378200,363900,349000,333200,321200,317300,316200,315400,314400,314600,312400,
Ryan Lester (BRL), BRL,MID, FWD,88,56,55,0,59,30,0,0,0,0,53,63,0,55,56,69,61,58,43,51,52,64,50,434100,434100,434100,407600,407600,376800,341200,341200,341200,341200,341200,294500,294500,291900,291300,293600,298000,302100,293500,282700,272100,273800,274600,
Corey Lyons (BRL), BRL,MID, ,0,0,0,0,0,0,0,0,0,0,25,24,0,25,25,24,25,25,24,25,25,24,25,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123700,123600,123500,123400,123400,123400,123400,123400,123400,123400,
Stefan Martin (BRL), BRL,RUC, ,111,63,154,94,97,92,114,112,79,134,103,114,0,109,99,105,114,111,109,105,95,109,131,540000,540000,540000,543200,539600,552800,532700,525900,526400,520600,526200,542000,542000,542400,540800,535600,534100,538400,543300,542900,535300,529800,537400,
Rhys Mathieson (BRL), BRL,MID, FWD,0,97,44,62,0,0,0,0,0,0,70,72,0,88,68,69,66,74,77,70,66,71,59,400100,400100,400100,400100,385800,385800,385800,385800,385800,385800,385800,355300,355300,362800,367400,369400,361100,357700,358800,361400,359600,355600,347800,
Sam Mayes (BRL), BRL,DEF, ,74,45,81,28,0,0,0,0,0,0,51,58,0,60,56,63,50,55,59,59,50,65,63,441400,441400,441400,413500,373600,373600,373600,373600,373600,373600,373600,313600,313600,305000,301000,300300,295300,291100,286400,286900,285000,286400,289200,
Hugh McCluggage (BRL), BRL,MID, FWD,48,86,81,48,96,65,53,70,130,84,79,82,0,90,84,97,96,75,81,79,74,91,80,297800,297800,297800,314900,328500,343300,345700,349100,339200,360700,390900,414700,414700,415600,418600,427400,436600,439200,434100,422700,413900,411900,411000,
Oscar McInerney (BRL), BRL,RUC, ,0,0,0,0,0,54,65,81,65,41,61,61,0,59,61,61,62,61,61,61,62,61,61,123900,123900,123900,123900,123900,123900,123900,123900,179900,225600,248700,260600,260600,271600,279600,285500,291100,295200,298300,300100,301900,303100,304000,
Daniel McStay (BRL), BRL,DEF, ,50,58,0,0,36,35,67,69,37,42,45,45,0,46,51,66,47,43,41,40,53,44,51,333600,333600,333600,333600,333600,310600,285900,271200,274600,277800,269500,243800,243800,239200,238600,247400,254400,255900,245800,235300,232100,231000,235200,
Marco Paparone (BRL), BRL,DEF, ,0,0,0,0,0,0,0,0,0,0,57,59,0,62,51,55,48,50,53,54,57,56,56,309200,309200,309200,309200,309200,309200,309200,309200,309200,309200,309200,309200,309200,305900,300700,295100,284800,276800,270100,267800,269300,271700,274400,
Jack Payne (BRL), BRL,DEF, ,0,0,0,0,0,0,0,0,0,0,23,24,0,23,23,24,23,23,24,23,23,24,23,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117100,117000,116900,116800,116800,116800,116800,116800,116800,116800,
Cameron Rayner (BRL), BRL,FWD, MID,38,20,63,97,60,52,73,36,55,35,50,50,0,50,50,50,51,50,50,50,55,52,50,202800,202800,202800,203000,230300,268600,290900,295900,288200,283700,263900,247400,247400,248100,248600,249000,249700,250300,250600,250500,252600,255000,256800,
Daniel Rich (BRL), BRL,DEF, ,21,0,0,0,0,99,89,56,51,85,81,68,0,61,77,77,74,86,73,69,82,69,71,502800,502800,502800,502800,502800,502800,502800,462000,446700,413800,388600,383700,383700,374700,366300,364100,368300,375400,378900,379100,377600,374700,373400,
Nick Robertson (BRL), BRL,DEF, ,98,61,56,54,82,75,0,52,61,62,53,65,0,76,82,66,54,60,51,53,70,63,77,335900,335900,335900,342800,329100,328800,336000,336000,339000,331600,320900,309900,309900,313500,329100,341000,339800,329100,314600,303500,299800,302600,315300,
Mitch Robinson (BRL), BRL,MID, FWD,83,0,103,94,102,130,100,76,73,172,109,110,0,103,111,151,107,116,125,121,103,110,110,406400,406400,406400,406400,425000,447600,474800,496500,499600,476100,491800,553900,553900,549200,546700,563200,577100,589500,587000,591400,588700,580000,568800,
Sam Skinner (BRL), BRL,DEF, FWD,0,0,0,0,0,0,0,0,0,0,62,62,0,62,62,62,62,62,62,62,62,62,62,238600,238600,238600,238600,238600,238600,238600,238600,238600,238600,238600,238600,238600,257800,271800,282100,289600,295000,299000,302000,304100,305700,306800,
Archie Smith (BRL), BRL,RUC, FWD,0,0,0,0,0,0,0,0,0,0,41,40,0,38,43,37,41,42,34,41,46,41,41,224300,224300,224300,224300,224300,224300,224300,224300,224300,224300,224300,224300,224300,217300,213100,208700,206800,205000,202400,200400,200700,204100,206500,
Brandon Starcevich (BRL), BRL,FWD, MID,0,0,0,0,0,0,0,0,0,0,25,26,0,25,25,26,25,25,26,25,25,26,25,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,126300,
Lewis Taylor (BRL), BRL,FWD, ,94,85,59,72,61,64,107,37,52,77,71,66,0,68,73,62,56,69,63,73,66,60,76,437800,437800,437800,427900,412100,389900,374600,378300,369400,357300,335600,340700,340700,340900,342000,341000,334900,328600,324500,329100,331100,331200,332600,
Josh Walker (BRL), BRL,DEF, FWD,34,35,22,44,0,0,0,0,0,0,39,45,0,37,41,42,43,41,30,48,39,48,50,334400,334400,334400,286100,255900,255900,255900,255900,255900,255900,255900,228600,228600,221400,217000,212400,211700,211200,205500,203500,201200,207600,213200,
Alex Witherden (BRL), BRL,DEF, ,89,77,91,103,125,92,43,83,66,42,69,66,0,63,65,65,62,65,62,69,57,75,68,478900,478900,478900,466500,465200,486200,500400,483000,450400,414700,388800,345200,345200,341100,336300,332300,329000,326600,323400,324200,321300,325000,327200,
Toby Wooller (BRL), BRL,FWD, ,0,0,0,0,0,0,0,0,0,0,23,24,0,23,23,24,23,23,24,23,23,24,23,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117100,117000,116900,116800,116800,116800,116800,116800,116800,116800,
Dayne Zorko (BRL), BRL,MID, ,32,105,92,82,37,46,164,121,121,99,99,111,0,96,114,127,112,119,109,116,129,107,106,608900,608900,608900,549300,529700,485100,430100,425700,459000,516500,530400,526500,526500,522100,525500,535200,549400,562100,563300,566000,572400,576200,574500,
Ciaran Byrne (CAR), CAR,DEF, ,48,53,0,0,0,0,0,0,0,0,42,0,50,48,44,44,44,55,48,47,50,48,48,229300,229300,229300,229300,229300,229300,229300,229300,229300,229300,229300,231700,234400,234100,234700,232500,229200,231600,235100,239000,239700,240200,241000,
Levi Casboult (CAR), CAR,FWD, ,78,43,104,53,61,75,50,0,0,0,70,0,62,80,71,88,61,61,64,63,62,62,69,364600,364600,364600,368300,361000,364000,352000,341200,341200,341200,341200,336800,327800,334700,340100,355700,358700,356300,343800,335600,330100,325100,324100,
Patrick Cripps (CAR), CAR,MID, ,130,115,92,92,151,143,94,111,152,97,127,0,117,117,133,124,134,112,117,110,117,117,120,537300,537300,537300,545200,535700,545400,573500,593900,589600,590100,592700,601800,592800,595200,599500,605900,618200,617800,614400,601100,593600,588100,588600,
David Cuningham (CAR), CAR,MID, FWD,0,75,73,48,0,0,0,0,0,25,49,0,50,54,49,47,49,49,45,54,50,49,49,333300,333300,333300,333300,333500,333500,333500,333500,333500,333500,309300,280900,261000,259300,258200,256000,252100,249300,246400,246500,246900,249100,248400,
Charlie Curnow (CAR), CAR,FWD, ,126,96,86,73,86,78,0,79,0,59,64,0,70,73,75,86,71,83,73,70,70,79,77,408100,408100,408100,437400,436600,431900,423300,423300,417900,417900,402400,384700,367700,361600,362100,369600,374200,381100,380300,379300,372800,370700,372300,
Ed Curnow (CAR), CAR,MID, ,95,148,86,126,126,86,136,118,0,110,121,0,130,116,119,110,107,112,117,113,130,106,116,473200,473200,473200,494600,525900,539500,547600,557000,559000,559000,571700,574400,581700,589700,594700,589400,581500,572600,569200,569400,577600,578700,580800,
Tom De Koning (CAR), CAR,RUC, FWD,0,0,0,0,0,0,0,0,0,0,23,0,24,23,23,24,23,23,24,23,23,24,23,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117100,117000,116900,116800,116800,116800,116800,116800,116800,116800,
Sam Docherty (CAR), CAR,DEF, ,0,0,0,0,0,0,0,0,0,0,95,0,93,96,97,93,110,94,109,106,93,97,96,630700,630700,630700,630700,630700,630700,630700,630700,630700,630700,630700,630700,630700,588400,558400,536400,526600,518100,519100,518000,516700,510400,501300,
Paddy Dow (CAR), CAR,MID, ,35,46,49,41,70,59,74,60,51,72,63,0,63,61,63,63,63,63,60,63,63,64,69,193800,193800,193800,200400,208600,225700,241900,268100,282200,288700,293100,297600,306300,307700,308700,309500,310900,312000,311400,311000,310800,312300,316100,
Zac Fisher (CAR), CAR,FWD, ,93,110,76,45,117,87,55,75,82,55,75,0,77,70,72,60,67,80,70,74,77,73,62,263600,263600,263600,318400,338200,356200,373100,389300,381500,373300,367900,364000,358900,361900,362800,355700,349200,348000,351600,357400,360300,363800,361000,
Jarrod Garlett (CAR), CAR,FWD, MID,61,36,64,71,21,0,48,35,27,0,49,0,39,45,36,30,42,40,38,50,39,38,41,117300,117300,117300,158200,193300,212500,212500,218400,206000,199600,199600,195700,194600,201900,201400,197000,192400,190800,193300,198600,202100,204700,202500,
