Jordan Houlahan (ESS), ESS,FWD, ,0,0,0,0,0,0,0,0,0,24,23,24,0,24,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117400,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
Michael Hurley (ESS), ESS,DEF, ,100,100,84,117,123,104,97,66,0,94,96,99,0,101,105,108,107,98,102,99,96,96,106,563500,563500,563500,540600,533300,538600,549700,547800,519700,519700,475300,476200,476200,480000,486700,495700,504900,508500,508400,504800,501300,496100,495400
Kyle Langford (ESS), ESS,MID, FWD,54,44,0,0,0,0,0,0,84,49,56,63,0,62,48,72,56,52,64,60,66,56,64,290300,290300,290300,290300,290300,290300,290300,290300,290300,293300,298600,293100,293100,294900,292600,294900,294000,295100,292300,292100,298100,299000,301500
Luke Lavender (ESS), ESS,RUC, ,0,0,0,0,0,0,0,0,0,21,20,21,0,21,20,21,21,20,21,21,20,21,21,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102500,102500,102600,102700,102700,102700,102700,102700,102700,102700,102700,102700
Jayden Laverde (ESS), ESS,FWD, ,0,0,0,0,0,75,43,19,51,46,49,49,0,47,43,47,57,45,47,46,47,49,47,237500,237500,237500,237500,237500,237500,237500,237500,234800,222000,221400,226000,226000,229800,229900,229100,233000,236700,239400,236500,235200,235200,235600
Matthew Leuenberger (ESS), ESS,RUC, ,0,0,0,0,0,76,0,0,0,63,73,79,0,76,60,81,71,92,68,79,71,73,72,376800,376800,376800,376800,376800,376800,376800,376800,376800,376800,369800,366100,366100,369100,365500,363800,360400,372200,375000,380500,375300,373600,369300
Jake Long (ESS), ESS,MID, ,0,0,0,0,0,0,0,0,0,45,45,45,0,45,45,45,49,45,45,45,45,45,45,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,149500,169500,169500,184100,194700,202500,210000,215400,219300,220400,221300,221900,222400
Anthony McDonald-Tipungwuti (ESS), ESS,FWD, ,65,37,63,65,52,42,27,52,89,48,47,57,0,45,51,51,53,54,53,42,57,47,52,405600,405600,405600,371500,347600,337100,318800,287700,264300,268000,286700,277300,277300,269000,264700,259000,258400,259300,260800,257000,255600,251900,253600
Andrew McGrath (ESS), ESS,DEF, ,102,60,60,67,31,65,102,0,0,61,73,61,0,62,60,64,66,62,58,76,68,73,62,388400,388400,388400,384400,367000,341400,323700,325800,325800,325800,353500,345300,345300,339700,329800,324000,321400,320400,317000,319000,323200,332900,333800
Conor McKenna (ESS), ESS,DEF, ,74,107,74,0,0,0,70,97,79,86,87,78,0,91,72,88,87,88,87,82,65,87,99,363200,363200,363200,380700,380700,380700,380700,391300,393700,397400,410000,411500,411500,414800,410500,411900,411100,417700,422000,422900,413400,406500,409000
Shaun McKernan (ESS), ESS,RUC, FWD,0,0,0,0,0,0,0,94,114,89,96,93,0,89,75,96,93,89,76,99,95,96,80,305300,305300,305300,305300,305300,305300,305300,305300,305300,305300,393100,411200,411200,424500,424800,426300,429200,437600,434800,435500,438600,449800,449500
Ben McNiece (ESS), ESS,DEF, ,0,0,0,0,0,67,69,50,0,59,59,59,0,59,59,61,59,59,59,61,59,59,59,209700,209700,209700,209700,209700,209700,209700,209700,236400,236400,259200,268300,268300,275000,279800,284300,287500,289900,290700,292200,293400,294200,293900
Jackson Merrett (ESS), ESS,DEF, FWD,0,0,0,0,56,35,0,0,0,53,51,57,0,65,57,64,53,58,57,66,57,51,46,242500,242500,242500,242500,242500,242500,242500,242500,242500,242500,238300,245900,245900,256800,267500,278400,281000,283300,281900,286700,289800,289400,280100
Zach Merrett (ESS), ESS,MID, ,17,95,53,107,114,111,72,79,118,101,96,99,0,109,96,93,95,105,100,98,97,96,96,600600,600600,600600,514500,493300,486700,506100,503700,485200,474400,490800,490600,490600,494000,496500,495700,488900,487900,490300,493300,492000,489200,486300
Kobe Mutch (ESS), ESS,MID, ,0,0,0,0,0,66,52,46,0,55,55,55,0,55,55,55,55,55,55,54,55,55,55,123900,123900,123900,123900,123900,123900,123900,123900,163800,163800,206900,224800,224800,237900,247400,254300,259400,263100,265800,267400,268500,269300,270400
David Myers (ESS), ESS,MID, ,0,0,34,121,60,0,68,63,0,65,65,69,0,70,75,70,67,71,51,69,72,65,78,321200,321200,321200,321200,321200,333300,333300,355700,345300,345300,334300,333000,333000,334300,339700,344100,346000,345600,336800,331300,327700,331400,338100
Trent Mynott (ESS), ESS,MID, ,0,0,0,0,0,0,0,0,0,23,23,23,0,23,23,23,23,23,23,23,23,23,23,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114400,114300,114300,114300,114300,114300,114300,114300,114300,114300,114300,114300,114300
Darcy Parish (ESS), ESS,MID, FWD,77,81,59,69,94,92,55,48,0,66,73,68,0,65,79,74,74,74,72,68,63,73,75,419000,419000,419000,404700,391900,388500,399500,400600,379900,379900,341300,341700,341700,341600,344100,348700,356000,359100,360500,358800,352700,348700,348900
Mason Redman (ESS), ESS,DEF, ,0,0,0,0,0,0,0,0,0,34,34,34,0,34,35,34,34,34,37,34,30,34,34,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,113200,128200,128200,139200,147700,153900,158400,161200,164600,167100,167100,165800,164800
Jordan Ridley (ESS), ESS,DEF, ,0,0,0,0,0,0,0,0,76,76,76,76,0,76,76,76,76,76,76,76,76,76,76,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,192300,242200,242200,278700,305400,324800,339100,349500,357100,362600,366600,369500,371700
Adam Saad (ESS), ESS,DEF, ,66,60,52,47,105,44,46,84,87,68,69,66,0,77,72,85,73,75,73,71,73,69,73,399800,399800,399800,373100,346100,347700,343200,338700,325300,334500,356400,350900,350900,350900,352300,361700,366800,371900,370300,368300,365800,362200,360600
Devon Smith (ESS), ESS,FWD, ,92,111,86,82,81,109,90,101,77,92,96,94,0,89,98,85,113,89,94,91,91,96,88,439100,439100,439100,451600,457800,449700,452100,456600,467800,461300,452400,456300,456300,457800,459800,457300,466200,468600,474400,468800,465600,464200,461800
James Stewart (ESS), ESS,FWD, ,112,59,51,91,51,59,95,53,84,59,47,71,0,56,68,64,66,76,64,74,73,47,84,367300,367300,367300,369000,361900,353400,349500,347800,346700,356800,339100,326700,326700,316300,318100,316300,319400,325200,329500,336200,339700,334800,335600
Jake Stringer (ESS), ESS,FWD, ,64,48,61,77,75,82,41,43,101,62,63,66,0,76,76,60,67,66,73,61,72,63,69,356000,356000,356000,338700,332900,341100,355300,349000,329200,323100,340400,333900,333900,335300,342300,344700,342400,336200,337500,335800,337200,333800,334900
David Zaharakis (ESS), ESS,MID, ,131,94,72,93,102,120,91,108,98,102,108,107,0,97,96,98,126,103,115,105,97,108,108,501500,501500,501500,501000,485200,477500,491700,500400,508200,503800,506700,511600,511600,512900,508500,501300,509000,517800,531800,532600,530500,525900,523800
Brandon Zerk-Thatcher (ESS), ESS,DEF, FWD,0,0,0,0,0,0,0,0,0,24,23,24,0,24,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117400,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
Michael Apeness (FRE), FRE,FWD, ,0,0,0,0,0,0,0,0,0,47,47,41,47,0,47,47,47,40,47,52,47,47,47,153700,153700,153700,153700,153700,153700,153700,153700,153700,153700,153700,172500,186200,186200,196300,206300,213600,215800,217400,220800,226500,230600,231300
Hayden Ballantyne (FRE), FRE,FWD, ,40,77,80,34,60,44,53,41,37,51,46,43,31,0,59,46,46,49,42,45,31,48,46,285300,285300,285300,297600,304900,302900,284200,278500,265200,252200,236400,235100,225300,225300,223900,224200,231100,231700,230400,229000,219900,215900,213500
Bailey Banfield (FRE), FRE,MID, ,51,64,69,69,67,52,50,47,56,54,54,54,54,0,54,54,53,56,54,53,54,54,54,123400,123400,123400,172900,218100,252900,269900,273500,266500,263000,264700,265600,266300,266300,266800,267200,267100,267900,268400,268800,268200,267800,267900
Harley Bennell (FRE), FRE,FWD, ,0,0,0,0,0,0,0,0,0,72,76,79,76,0,79,71,66,68,67,73,76,69,76,254800,254800,254800,254800,254800,254800,254800,254800,254800,254800,254800,287400,313000,313000,333100,344200,347800,345600,342200,342800,346800,350600,354700
Connor Blakely (FRE), FRE,MID, ,67,115,83,66,92,113,63,114,84,99,93,90,105,0,86,89,79,106,90,100,105,99,100,490300,490300,490300,478400,470900,455300,455700,453900,461300,453500,462000,463300,466900,466900,466500,465800,453600,453600,454100,463800,470400,479300,485800
Andrew Brayshaw (FRE), FRE,MID, ,58,62,32,42,62,61,62,58,49,58,58,58,58,0,58,58,60,61,58,60,58,58,58,198300,198300,198300,213600,218400,222100,237100,256600,268400,271500,272200,276500,279600,279600,281900,283500,285700,288600,290700,292200,292000,291800,290800
Adam Cerra (FRE), FRE,MID, ,0,61,53,34,87,44,75,79,49,67,67,67,67,0,67,67,67,67,67,62,67,67,67,184800,184800,184800,184800,202600,227600,241100,268900,285000,298800,304700,312300,317800,317800,321800,324700,326900,328500,329700,328300,327300,326600,328200
Brennan Cox (FRE), FRE,DEF, FWD,0,0,0,0,0,0,59,63,63,64,61,61,61,0,54,61,61,66,61,59,61,64,61,284200,284200,284200,284200,284200,284200,284200,284200,284200,290200,300700,302600,302700,302700,299700,297500,295900,300100,303100,304400,303100,303500,304700
Mitch Crowden (FRE), FRE,FWD, MID,0,29,72,61,55,48,41,38,19,40,40,40,40,0,40,40,40,36,40,41,40,40,40,117300,117300,117300,117300,159200,201800,221700,226900,222600,206300,185900,189300,191900,191900,193700,195100,196100,195000,194200,194100,195800,197000,197400
Sean Darcy (FRE), FRE,RUC, ,0,0,0,0,0,0,0,0,0,80,82,82,82,0,82,82,82,82,84,79,82,74,82,432900,432900,432900,432900,432900,432900,432900,432900,432900,432900,432900,425200,420400,420400,416900,414300,412400,411000,410900,409500,408500,403200,400700
Hugh Dixon (FRE), FRE,FWD, ,0,0,0,0,0,0,0,0,0,24,23,24,24,0,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117500,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
Taylin Duman (FRE), FRE,DEF, ,0,0,0,0,85,53,39,46,0,56,56,56,56,0,56,56,56,56,56,55,56,56,56,123900,123900,123900,123900,123900,123900,123900,170000,185900,185900,215600,232500,244800,244800,253800,260400,265200,268700,271300,272700,273700,274500,275400
Nat Fyfe (FRE), FRE,MID, ,75,120,160,101,151,114,142,126,101,136,129,126,107,0,108,127,118,131,109,125,107,137,129,597900,597900,597900,597800,611300,635700,630800,644400,641600,633400,619700,627200,619800,619800,605000,594500,591800,600100,598100,599800,590300,595900,601700
Stefan Giro (FRE), FRE,MID, ,0,0,0,0,0,0,0,0,0,21,20,21,21,0,20,21,21,20,21,21,20,21,21,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102500,102600,102600,102700,102700,102700,102700,102700,102700,102700,102700,102700
Brady Grey (FRE), FRE,FWD, ,0,0,0,0,0,0,0,0,0,34,31,30,31,0,24,31,31,34,31,31,31,31,31,254100,254100,254100,254100,254100,254100,254100,254100,254100,254100,254100,228000,207700,207700,189600,176900,167600,165300,163600,162400,160100,158500,157300
Joel Hamling (FRE), FRE,DEF, ,0,66,48,61,53,65,75,86,32,57,58,69,66,0,63,53,61,62,71,63,68,63,58,344100,344100,344100,344100,332000,317400,313300,316000,331900,328500,297900,299700,305100,305100,311200,308600,304400,300900,306400,311300,317500,318500,317000
Bradley Hill (FRE), FRE,MID, ,43,87,0,0,0,0,0,0,0,64,62,53,60,0,74,58,51,65,59,59,61,59,61,435100,435100,435100,435100,435100,435100,435100,435100,435100,435100,390500,365200,344900,344900,335300,330600,323200,313700,307300,306100,303500,301600,301100
Stephen Hill (FRE), FRE,MID, ,0,74,75,111,60,62,28,0,0,70,67,63,66,0,58,66,59,63,61,65,66,78,69,442000,442000,442000,442000,442200,436500,424900,378500,378500,378500,327800,328700,327600,327600,322800,320500,315800,314600,311500,311900,313500,322300,330500
Ethan Hughes (FRE), FRE,DEF, ,0,0,0,0,0,0,48,0,0,57,61,57,57,0,61,61,61,58,61,53,57,61,61,340600,340600,340600,340600,340600,340600,340600,340600,340600,340600,322900,314000,307500,307500,302700,301000,301600,300700,300000,295900,292500,290000,291700
Michael Johnson (FRE), FRE,DEF, ,57,80,43,83,0,62,0,78,64,73,69,61,76,0,66,69,58,64,61,65,76,61,69,419600,419600,419600,388500,378600,378600,362200,362200,364300,357200,352700,348200,346300,346300,343500,345100,338200,332300,324400,321700,325100,327700,331400
Scott Jones (FRE), FRE,RUC, ,0,0,0,0,0,0,0,0,0,24,23,24,24,0,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117500,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
Shane Kersten (FRE), FRE,FWD, ,32,0,0,0,0,0,0,0,0,57,40,48,53,0,46,48,48,37,50,48,50,31,41,283700,283700,283700,283700,283700,283700,283700,283700,283700,283700,264800,258100,251500,251500,249300,247700,244300,237900,234100,231200,234900,229200,221900
Ed Langdon (FRE), FRE,MID, FWD,47,69,98,0,86,121,54,138,93,94,92,104,96,0,98,97,83,85,91,108,96,104,92,356800,356800,356800,357600,357600,377300,413700,420000,446800,453600,472500,474500,477000,477000,481400,481500,475800,465900,455900,459700,467400,478900,480200
Griffin Logue (FRE), FRE,DEF, ,0,0,0,0,0,0,0,0,0,56,52,52,52,0,52,45,52,52,60,42,52,57,52,237700,237700,237700,237700,237700,237700,237700,237700,237700,237700,237700,245100,248700,248700,251300,250000,249200,248600,254800,254900,254900,253600,257100
Brandon Matera (FRE), FRE,FWD, ,79,66,76,58,71,79,44,71,43,56,50,59,78,0,71,62,68,59,56,65,65,61,50,417800,417800,417800,405600,388400,378300,370900,358700,348800,325300,295500,289500,294900,294900,308300,319400,323000,320300,315700,310900,310100,311800,306300
Cameron McCarthy (FRE), FRE,FWD, ,63,51,109,24,79,50,40,36,27,48,49,58,53,0,40,52,44,48,43,46,52,40,48,298000,298000,298000,318600,317200,329000,310100,302900,277700,248900,224300,233000,241700,241700,244000,242900,238100,238100,234200,232200,232500,231400,231500
Lloyd Meek (FRE), FRE,RUC, ,0,0,0,0,0,0,0,0,0,24,23,24,24,0,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117500,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
David Mundy (FRE), FRE,MID, FWD,83,123,106,105,104,98,53,107,83,89,87,76,104,0,89,91,90,92,88,90,104,98,85,491700,491700,491700,500500,518500,523700,522100,496700,478300,457900,450900,441800,441900,441900,442900,450300,449400,450100,449300,448700,453600,461700,465400
Lachie Neale (FRE), FRE,MID, ,99,96,77,85,100,151,123,118,110,126,117,105,122,0,113,135,123,116,113,134,122,109,117,599300,599300,599300,561600,529300,507800,523400,550900,577800,578800,581800,580300,577400,577400,573500,584000,592200,599500,595000,596700,600600,601600,594700
Thomas North (FRE), FRE,MID, ,0,0,0,0,0,0,0,0,0,24,23,24,24,0,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117500,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
Ryan Nyhuis (FRE), FRE,DEF, FWD,0,0,0,0,0,0,0,69,59,60,54,54,54,0,54,54,54,54,54,52,54,54,54,239700,239700,239700,239700,239700,239700,239700,239700,239700,239700,266400,269600,269200,269200,268900,268700,268500,268400,268300,267400,266800,266300,266800
Alex Pearce (FRE), FRE,DEF, ,57,70,64,53,43,61,49,58,31,42,44,49,44,0,47,48,46,58,48,50,44,48,44,231400,231400,231400,255400,272000,272400,270300,266500,269800,258700,233000,230400,229500,229500,230200,230200,231000,236600,240700,245400,242600,240600,236500
Danyle Pearce (FRE), FRE,FWD, ,39,0,0,0,0,0,0,72,0,44,48,49,52,0,55,54,55,54,43,51,52,52,44,321600,321600,321600,321600,321600,321600,321600,321600,321600,321600,295300,278700,270100,270100,266900,266800,268000,268500,264000,258900,254300,254900,252300
Luke Ryan (FRE), FRE,DEF, ,92,106,114,51,92,85,61,125,121,102,83,97,97,0,100,97,96,107,97,94,97,87,83,422300,422300,422300,449700,452800,449100,431900,423000,430200,451300,490800,484400,477500,477500,480000,481800,482700,486500,489200,490300,486700,479600,469500
Aaron Sandilands (FRE), FRE,RUC, ,104,42,93,139,65,83,144,150,84,112,112,93,106,0,108,102,95,92,103,100,106,110,112,480000,480000,480000,459300,461200,473400,476200,479600,518900,547800,542600,537800,531600,531600,525400,524800,519400,508400,500800,497500,501300,507300,516900
Tommy Sheridan (FRE), FRE,DEF, ,0,0,67,54,0,0,0,0,0,48,54,48,53,0,54,61,56,56,52,62,53,52,48,266300,266300,266300,266300,266300,266300,266300,266300,266300,266300,266900,261900,260400,260400,259400,264400,269400,274000,273300,275500,275700,275900,269800
Lee Spurr (FRE), FRE,DEF, ,0,0,0,0,0,0,0,0,0,74,63,62,82,0,77,66,86,78,66,71,82,78,63,396900,396900,396900,396900,396900,396900,396900,396900,396900,396900,396900,378700,369000,369000,368200,369300,372000,374400,376200,370800,368600,372400,371600
Luke Strnadica (FRE), FRE,RUC, ,0,0,0,0,0,0,0,0,0,25,25,25,25,0,25,25,25,25,25,25,25,25,25,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,123900,124000,124100,124100,124100,124100,124100,124100,124100,124100,124100,124100,124100
Cameron Sutcliffe (FRE), FRE,DEF, ,54,0,0,0,0,0,0,0,0,56,50,51,52,0,51,54,52,53,47,58,52,52,47,335800,335800,335800,335800,335800,335800,335800,335800,335800,335800,316700,301500,288500,288500,279400,274200,270400,268400,263900,263300,262400,264000,260300
Samuel Switkowski (FRE), FRE,FWD, ,0,0,0,0,0,0,0,0,0,24,23,24,24,0,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117500,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
Matt Taberner (FRE), FRE,FWD, ,72,100,76,60,54,0,0,0,0,68,64,60,63,0,85,75,90,71,72,88,63,72,55,325100,325100,325100,349600,363400,353200,353200,353200,353200,353200,330800,327400,322600,322600,328400,339400,359500,367900,372800,375400,373700,372500,356900
Darcy Tucker (FRE), FRE,MID, FWD,55,0,0,53,73,86,50,51,92,82,66,74,74,0,69,63,66,67,63,76,74,73,60,295400,295400,295400,295400,295400,299100,314700,324200,320500,320300,351400,355800,355400,355400,356500,352400,345800,340000,335800,337200,341400,348900,347200
Michael Walters (FRE), FRE,MID, FWD,83,116,132,72,98,17,0,0,82,82,83,86,96,0,86,65,71,90,72,62,96,74,85,478300,478300,478300,499300,511400,512600,460100,460100,460100,424000,395400,400800,411000,411000,419800,416900,403600,395600,392900,387000,385300,385000,395100
Nathan Wilson (FRE), FRE,DEF, ,64,105,90,60,107,68,68,0,79,56,71,78,73,0,80,82,66,75,64,73,81,79,77,417300,417300,417300,422200,425400,429000,420300,416800,416800,400400,371800,363100,364300,364300,369200,374600,375400,373700,364500,360900,361000,367700,374400
Callum Ah Chee (GCS), GCS,FWD, ,0,0,0,0,0,0,81,69,8,0,60,48,56,54,53,60,54,55,54,50,43,50,60,293000,293000,293000,293000,293000,293000,293000,293000,293000,284500,268900,248200,254500,256500,260200,264600,267900,271200,270900,268800,261900,255100,254600
Ben Ainsworth (GCS), GCS,FWD, ,91,39,38,22,55,42,92,80,98,0,73,74,74,77,76,96,76,61,66,79,64,79,73,334900,334900,334900,320900,280700,258500,243100,262700,287600,330600,353500,367600,367200,368700,370600,381800,389600,388500,374400,365400,360200,362200,361000
Charlie Ballard (GCS), GCS,FWD, MID,0,0,0,0,0,0,33,42,12,0,29,29,29,29,29,29,29,29,29,33,29,29,29,117300,117300,117300,117300,117300,117300,117300,117300,117300,124500,128000,124800,130000,133800,136600,138600,140100,141100,141900,144200,145900,147200,146400
Michael Barlow (GCS), GCS,MID, FWD,0,0,0,0,0,73,0,0,0,0,81,80,73,86,90,77,86,70,80,82,86,85,82,462700,462700,462700,462700,462700,462700,462700,462700,462700,462700,462700,442400,427600,419000,417200,417700,418000,409300,404300,398900,402100,406600,410000
Jack Bowes (GCS), GCS,DEF, ,79,69,0,43,55,59,81,40,67,0,60,53,60,58,60,63,60,67,71,55,60,66,60,266900,266900,266900,266900,282300,283100,278300,291200,293300,298100,292300,293900,291900,289600,291000,293400,296000,301000,308300,311300,310400,307500,307600
Will Brodie (GCS), GCS,MID, ,0,0,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,40,43,43,43,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,187700,194700,199800,203600,206300,208200,209700,210800,210200,209800,209500,210600
Brayden Crossley (GCS), GCS,RUC, ,0,0,0,0,0,0,65,53,30,0,49,49,49,49,49,49,49,49,49,50,49,49,49,117300,117300,117300,117300,117300,117300,117300,117300,117300,151700,169800,181200,197900,210200,219200,225700,230400,233900,236500,238800,240500,241700,242100
Jacob Dawson (GCS), GCS,MID, ,0,0,0,0,0,0,0,0,0,0,21,20,21,21,20,21,21,20,21,21,20,21,21,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102500,102600,102700,102700,102700,102700,102700,102700,102700,102700,102700
Sam Day (GCS), GCS,FWD, ,53,65,95,19,65,47,77,72,0,0,50,48,42,55,53,52,58,52,63,59,67,53,50,259000,259000,259000,285400,290600,294700,275000,286100,296700,296700,305500,299000,280900,269900,264100,264300,265800,266500,271800,276200,286100,288900,286900
Brayden Fiorini (GCS), GCS,MID, ,83,61,40,85,116,69,0,0,0,0,74,74,82,76,65,73,73,67,78,70,74,85,74,387400,387400,387400,366600,353500,368800,391800,391800,391800,391800,401800,390400,387800,386800,382100,374600,367800,363700,363000,361200,362900,367300,372300
Aaron Hall (GCS), GCS,MID, ,0,76,21,84,0,0,0,110,137,0,93,70,91,81,64,79,106,91,88,92,96,92,81,507200,507200,507200,507200,454700,454700,454700,454700,428400,460600,488200,490500,471600,452500,435900,418400,416800,427600,439600,442100,446100,450900,449400
Pearce Hanley (GCS), GCS,DEF, MID,0,0,39,0,0,0,0,0,0,0,93,99,83,87,85,80,93,114,80,74,103,83,93,428000,428000,428000,428000,428000,428000,428000,428000,428000,428000,428000,415700,426400,431500,429000,425800,426200,439400,449000,447600,441600,438600,444900
Jarrod Harbrow (GCS), GCS,DEF, ,92,59,54,94,114,55,77,49,126,0,90,74,100,86,65,94,63,77,86,90,84,104,81,442000,442000,442000,416100,399300,412000,420400,418200,386600,394900,406700,426500,429300,429600,425800,420400,406200,401200,393900,400600,408700,422600,428800
Jacob Heron (GCS), GCS,DEF, ,0,0,0,0,0,0,0,0,54,0,54,54,54,54,54,54,54,54,54,54,54,54,54,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,102400,147100,179700,203600,221000,233800,243100,249800,254800,258400,261000,263000,264400
Nick Holman (GCS), GCS,MID, ,96,92,82,32,88,33,70,50,122,0,73,73,73,67,78,79,73,73,78,66,75,59,73,102400,102400,102400,196100,237000,265500,263500,278500,271900,306600,333300,363100,363000,360200,360400,363200,368000,369200,369600,366800,365600,356300,352700
Joshua Jaska (GCS), GCS,DEF, ,0,0,0,0,0,0,0,0,0,0,26,25,26,26,25,26,26,25,26,26,25,26,26,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127900,127800,127700,127700,127700,127700,127700,127700,127700,127700,127700,127700
Jesse Joyce (GCS), GCS,DEF, ,40,74,80,88,35,77,37,0,0,0,65,64,65,69,63,63,64,57,60,70,62,56,65,331800,331800,331800,330300,351900,350500,347000,320900,320900,320900,314300,303700,308500,313700,317000,318600,317500,314000,310100,309900,312100,311900,309500
Kade Kolodjashnij (GCS), GCS,DEF, ,74,50,78,70,0,0,0,0,0,0,62,60,65,60,67,73,63,70,68,55,60,60,58,398300,398300,398300,382800,370800,370800,370800,370800,370800,370800,364600,352000,340600,331400,327800,328700,330700,333500,333300,329600,322400,313600,308600
Sean Lemmens (GCS), GCS,DEF, FWD,0,0,0,0,0,0,0,0,0,0,50,36,42,44,41,47,46,40,44,47,46,47,51,283700,283700,283700,283700,283700,283700,283700,283700,283700,283700,283700,283700,264300,247500,237500,232400,229600,227000,223800,222000,223300,225600,229100
Jack Leslie (GCS), GCS,DEF, ,0,0,0,0,0,0,0,43,33,0,38,45,44,41,43,44,43,44,45,52,44,44,38,333200,333200,333200,333200,333200,333200,333200,333200,333200,333200,294200,266700,251500,241700,233700,227800,224400,222400,221400,224600,226900,228200,222900
Jesse Lonergan (GCS), GCS,MID, ,0,0,0,0,70,93,0,0,0,0,61,73,63,71,67,58,62,59,67,58,69,59,61,344500,344500,344500,344500,344500,344500,344500,344500,344500,344500,351600,358100,349500,347700,343700,338600,330800,321500,318800,315000,316600,314300,313900
Tom J. Lynch (GCS), GCS,FWD, ,77,180,67,67,71,51,0,0,0,0,93,62,74,93,76,88,86,86,78,87,95,100,90,467600,467600,467600,488200,500500,460900,423100,423100,423100,423100,405000,387800,385500,383800,388800,398700,402800,410300,411300,412500,417400,430700,441800
Jarryd Lyons (GCS), GCS,MID, ,66,152,138,84,76,101,48,67,82,0,78,71,76,75,64,77,85,101,81,74,105,73,72,493900,493900,493900,521900,552300,541000,514100,477500,445500,413400,403300,397700,391000,384700,376900,371700,372400,389400,403600,409100,414800,415500,415100
Darcy MacPherson (GCS), GCS,FWD, ,81,78,52,42,47,0,0,0,0,0,60,61,58,60,60,66,54,60,65,66,58,59,60,257000,257000,257000,283100,285700,273900,273900,273900,273900,273900,266600,269700,276900,282200,285600,291600,293400,294600,295100,300800,304100,303800,300900
Jack Martin (GCS), GCS,FWD, ,76,117,99,62,98,49,91,94,0,0,74,73,97,72,79,74,85,80,82,76,83,90,79,447800,447800,447800,459400,463100,457700,429700,421400,412600,412600,417000,412200,410000,407500,408300,398700,397500,397000,400200,398600,398800,402500,406500
Steven May (GCS), GCS,DEF, ,73,68,66,42,84,72,0,116,76,0,85,75,78,80,60,78,83,66,81,78,83,86,90,462100,462100,462100,431800,397000,378800,366800,366800,389600,402500,417700,410400,406000,400500,389900,382100,377700,377200,378200,376600,383100,390100,400500
Touk Miller (GCS), GCS,MID, ,112,51,88,54,84,107,89,108,127,0,106,92,90,102,101,104,101,103,85,93,97,136,97,419200,419200,419200,420000,395900,393400,398600,417400,440800,466500,492900,505100,497500,490100,488800,494100,497500,500800,494800,486800,478300,494900,508800
Tom Nicholls (GCS), GCS,RUC, ,0,0,0,0,0,0,0,0,0,0,84,79,79,91,89,92,87,93,80,86,83,92,84,317600,317600,317600,317600,317600,317600,317600,317600,317600,317600,317600,317600,340000,359500,378200,397700,410200,421100,423600,425100,421600,424500,425600
Connor Nutting (GCS), GCS,DEF, ,0,0,0,0,0,0,0,0,0,0,24,23,24,24,23,24,24,23,24,24,23,24,24,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117300,117400,117500,117600,117600,117600,117600,117600,117600,117600,117600,117600
Wil Powell (GCS), GCS,FWD, MID,0,0,0,0,0,0,0,0,0,0,25,24,25,25,24,25,25,24,25,25,24,25,25,121800,121800,121800,121800,121800,121800,121800,121800,121800,121800,121800,121800,122000,122100,122200,122300,122300,122300,122300,122300,122300,122300,122300
Michael Rischitelli (GCS), GCS,MID, ,58,47,32,17,44,0,64,53,63,0,49,47,60,42,50,57,53,47,52,50,45,34,49,251800,251800,251800,246100,224300,207000,207000,207600,223700,243700,251700,254800,255800,253300,252900,251200,254900,256300,255100,252900,250300,240400,232700
